phenotype_id,phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care_code_lists,secondary_care_code_lists,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,status,date,modified_date,author,sex,valid_event_data_range,validation,clinical_terminologies,,data_sources,,version
PHE00285,Trigeminal neuralgia,CPRD_trigem_neur.csv,ICD_trigem_neur.csv,,Trigeminal Neuralgia,"At the specified date, a patient is defined as having had 'Trigeminal neuralgia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Trigeminal neuralgia' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Trigeminal neuralgia' or history of diagnosis during a hospitalization",Neurological,0,1,trigem_neur,CPRD_trigem_neur.csv,ICD_trigem_neur.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-288",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00286,Tuberculosis,CPRD_TB.csv,ICD_TB.csv,,Tuberculosis,"At the specified date, a patient is defined as having had 'Tuberculosis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Tuberculosis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Tuberculosis' or history of diagnosis during a hospitalization",Infections,0,1,TB,CPRD_TB.csv,ICD_TB.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-289",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00287,Tubulo-interstitial nephritis,CPRD_TIN.csv,ICD_TIN.csv,,Tubulo-interstitial nephritis,"At the specified date, a patient is defined as having had 'Tubulo-interstitial nephritis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Tubulo-interstitial nephritis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Tubulo-interstitial nephritis' or history of diagnosis during a hospitalization",Genitourinary,0,1,TIN,CPRD_TIN.csv,ICD_TIN.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-290",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00288,Ulcerative colitis,CPRD_ulc_colitis.csv,ICD_ulc_colitis.csv,,Ulcerative Colitis,"At the specified date, a patient is defined as having had 'Ulcerative colitis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Ulcerative colitis' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Ulcerative colitis' or history of diagnosis during a hospitalization",Digestive,0,1,ulc_colitis,CPRD_ulc_colitis.csv,ICD_ulc_colitis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-291",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00289,Undescended testicle,CPRD_undescended_testis.csv,ICD_undescended_testis.csv,,Undescended Testis,"At the specified date, a patient is defined as having had Undescended testicle IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Undescended testicle diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Undescended testicle or history of diagnosis during a hospitalization",Genitourinary,0,1,undescended_testis,CPRD_undescended_testis.csv,ICD_undescended_testis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-292",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00290,Unstable Angina,CPRD_unstable_angina.csv,ICD_unstable_angina.csv,,Unstable Angina,"Use MODIFIED CALIBER 'Unstable Angina' phenotyping algorithm:

At the specified date, a patient is considered to have had 'Unstable Angina' IF they meet the criteria for any of the following on or before the specified date: 
A hospitalization with the non-specific diagnosis of 'angina' as the primary diagnosis, where there is no procedure giving a reason for admission (PCI or CABG), is considered to be 'Unstable Angina'.

The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:
1.	Primary care
    a)	Diagnosis of 'Unstable Angina'; unangina_gprd,  category 2, 3
    b)	Diagnosis of acute coronary syndrome not otherwise specified; acs_gprd, category 3
2.	Secondary care
    a)	Primary or secondary diagnosis of unspecified angina (ICD-10 I20.9) during a hospitalization that did not have a PCI or CABG procedure performed
    b)	Primary or secondary diagnosis of acute ischaemic heart disease during a hospitalization; acute_ihd_hes, category 3
    c)	Primary or secondary diagnosis of 'Unstable Angina' during a hospitalization; uangina_hes, category 1",Cardiovascular,0,1,unstable_angina,CPRD_unstable_angina.csv,ICD_unstable_angina.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-293",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00291,Urinary Incontinence,CPRD_urine_incont.csv,ICD_urine_incont.csv,,Urinary Incontinence,"At the specified date, a patient is defined as having had 'Urinary Incontinence' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Urinary Incontinence' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Urinary Incontinence' or history of diagnosis during a hospitalization",Genitourinary,0,1,urine_incont,CPRD_urine_incont.csv,ICD_urine_incont.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-294",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00292,Urinary Tract Infections,,ICD_uti.csv,,Urinary Tract Infection,"At the specified date, a patient is defined as having had 'Urinary Tract Infections's IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of 'Urinary Tract Infections's or history of diagnosis during a hospitalization",Infections,0,1,uti,,ICD_uti.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-295",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00293,Urolithiasis,CPRD_urolithiasis.csv,ICD_urolithiasis.csv,OPCS_urolithiasis.csv,Urolithiasis,"At the specified date, a patient is defined as having had 'Urolithiasis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Urolithiasis' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Urolithiasis' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Urolithiasis' during a hospitalization",Genitourinary,0,1,urolithiasis,CPRD_urolithiasis.csv,"ICD_urolithiasis.csv,OPCS_urolithiasis.csv",,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-296",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00294,Urticaria,CPRD_urticaria.csv,ICD_urticaria.csv,,Urticaria,"At the specified date, a patient is defined as having had 'Urticaria' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Urticaria' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Urticaria' or history of diagnosis during a hospitalization",Skin,0,1,urticaria,CPRD_urticaria.csv,ICD_urticaria.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-297",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00295,Venous thromboembolic disease (Excl PE),CPRD_vte_ex_pe.csv,ICD_vte_ex_pe.csv,,Venous thrombolism (Excl PE),"At the specified date, a patient is defined as having had Venous thromboembolic disease (Excl PE) IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Venous thromboembolic disease (Excl PE) diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Venous thromboembolic disease (Excl PE) or history of diagnosis during a hospitalization",Cardiovascular,0,1,vte_ex_pe,CPRD_vte_ex_pe.csv,ICD_vte_ex_pe.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-298",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00296,Ventricular tachycardia,CPRD_VT.csv,ICD_VT.csv,,Ventricular Tachycardia,"At the specified date, a patient is defined as having had 'Ventricular tachycardia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Ventricular tachycardia' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Ventricular tachycardia' or history of diagnosis during a hospitalization",Cardiovascular,0,1,VT,CPRD_VT.csv,ICD_VT.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-299",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00297,Viral diseases (excl chronic hepatitis/HIV),,ICD_viral.csv,,Viral Infection,"At the specified date, a patient is defined as having had Viral diseases (excl chronic hepatitis/HIV) IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of Viral diseases (excl chronic hepatitis/HIV) or history of diagnosis during a hospitalization",Infections,0,1,viral,,ICD_viral.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-300",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00298,Visual impairment and blindness,CPRD_blind.csv,ICD_blind.csv,,Blindness,"At the specified date, a patient is defined as having had Visual impairment and 'Visual impairment and blindness' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Visual impairment and 'Visual impairment and blindness' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Visual impairment and 'Visual impairment and blindness' or history of diagnosis during a hospitalization",Eye,0,1,blind,CPRD_blind.csv,ICD_blind.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-301",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
